id,probability_maraud,successful_mating,next_foraging_time,mar_attempts,mate_attempts,foraging_events,foraging_hrs,foraging_sqhrs,staying_events,staying_hrs,staying_sqhrs,repairing_events,repairing_hrs,repairing_sqhrs,marauding_events,marauding_hrs,marauding_sqhrs,traveling_events,traveling_hrs,traveling_sqhrs
0,0.0,7,360.1630798711729,"[['1' '1.1798054699027127' 'marauded']
 ['1' '2.5521731035638884' 'destroyed']
 ['1' '12.308592489189111' 'present']
 ['1' '15.021943755187284' 'present']
 ['1' '20.95689605816744' 'present']
 ['1' '20.961525687797067' 'present']
 ['1' '21.034540573595372' 'present']
 ['1' '22.139153605610506' 'present']
 ['1' '24.172014424192184' 'present']
 ['1' '26.320300332213474' 'present']
 ['1' '34.32967793116718' 'present']
 ['1' '35.07200871451311' 'present']
 ['1' '35.095951484025626' 'present']
 ['1' '46.10381681539364' 'marauded']
 ['1' '50.94789933883975' 'presentdestroyed']
 ['1' '51.82616511804109' 'presentdestroyed']
 ['1' '52.43237093780168' 'presentdestroyed']
 ['1' '53.67071177102064' 'presentdestroyed']
 ['1' '53.675341400650275' 'presentdestroyed']
 ['1' '61.24788735775595' 'present']
 ['1' '66.24245923639589' 'present']
 ['1' '66.8713365466335' 'present']
 ['1' '72.26312143557956' 'present']
 ['1' '74.44382067438987' 'marauded']
 ['1' '75.25619337748903' 'presentdestroyed']
 ['1' '85.67457603857954' 'present']
 ['1' '86.60576371903888' 'marauded']
 ['1' '86.73095954541549' 'destroyed']
 ['1' '87.29339264955009' 'destroyed']
 ['1' '87.7461466382589' 'presentdestroyed']
 ['1' '87.92733487135324' 'presentdestroyed']
 ['1' '92.85808105753883' 'presentdestroyed']
 ['1' '93.19275211785902' 'destroyed']
 ['1' '94.62379824634677' 'presentdestroyed']
 ['1' '105.78268160127834' 'present']
 ['1' '109.53955244176247' 'marauded']
 ['1' '111.72721569041202' 'destroyed']
 ['1' '114.06940247062073' 'destroyed']
 ['1' '116.32714168367828' 'presentdestroyed']
 ['1' '125.74671063147363' 'present']
 ['1' '128.7287570167908' 'present']
 ['1' '129.217532019746' 'present']
 ['1' '131.54641127590455' 'present']
 ['1' '132.2109596628908' 'present']
 ['1' '132.55551793107819' 'present']
 ['1' '143.294073038481' 'present']
 ['1' '144.49367680710878' 'marauded']
 ['1' '156.25243363105093' 'present']
 ['1' '156.52937746052663' 'marauded']
 ['1' '159.7033438189148' 'presentdestroyed']
 ['1' '166.93326305824942' 'present']
 ['1' '168.28254285037585' 'marauded']
 ['1' '170.29376655492226' 'presentdestroyed']
 ['1' '187.87008187570237' 'present']
 ['1' '189.236982030348' 'present']
 ['1' '199.74592183924025' 'marauded']
 ['1' '201.58122928182388' 'presentdestroyed']
 ['1' '202.95967319039426' 'presentdestroyed']
 ['1' '205.86058718793157' 'presentdestroyed']
 ['1' '206.4804520735179' 'presentdestroyed']
 ['1' '209.16091242519343' 'present']
 ['1' '223.71147546452215' 'present']
 ['1' '225.57044601519777' 'present']
 ['1' '226.09115118972613' 'present']
 ['1' '227.0111052993047' 'marauded']
 ['1' '234.8498839842526' 'present']
 ['1' '242.0360274620672' 'present']
 ['1' '242.62801421221383' 'present']
 ['1' '246.89688330245912' 'present']
 ['1' '248.27752184781448' 'present']
 ['1' '250.49663544065302' 'present']
 ['1' '250.50126507028264' 'present']
 ['1' '251.05350959834385' 'present']
 ['1' '253.95258980270182' 'present']
 ['1' '262.8597935660962' 'present']
 ['1' '266.2256922492797' 'present']
 ['1' '273.288784985747' 'present']
 ['1' '280.08985847171596' 'present']
 ['1' '282.04275544351185' 'present']
 ['1' '287.4719594539613' 'present']
 ['1' '287.47658908359097' 'present']
 ['1' '292.4325992437339' 'present']
 ['1' '293.4683687942764' 'present']
 ['1' '297.9701109756938' 'present']
 ['1' '301.5934369510363' 'present']
 ['1' '301.810074287303' 'marauded']
 ['1' '302.7892397013374' 'presentdestroyed']
 ['1' '305.9069930475975' 'presentdestroyed']
 ['1' '306.50986006480247' 'presentdestroyed']
 ['1' '307.70817007083906' 'presentdestroyed']
 ['1' '308.39957817774837' 'presentdestroyed']
 ['1' '310.4626043209825' 'present']
 ['1' '314.5644107160424' 'marauded']
 ['1' '318.60631705605584' 'presentdestroyed']
 ['1' '320.0786970367664' 'presentdestroyed']
 ['1' '324.2170751522274' 'present']
 ['1' '332.4641647924266' 'present']
 ['1' '336.6365118183486' 'present']
 ['1' '339.25226619614807' 'present']
 ['1' '356.95069612215616' 'present']
 ['1' '358.2419282760968' 'marauded']]","[['F11' '185.1906002928723' 'mated']
 ['F6' '221.06018522885506' 'mated']
 ['F3' '232.28840716250286' 'destroyed']
 ['F15' '247.45898522632635' 'mated']
 ['F7' '250.79790802320917' 'mated']
 ['F0' '267.2514008449799' 'mated']
 ['F2' '303.52847021176007' 'destroyed']
 ['F5' '327.33250383136965' 'mated']
 ['F16' '354.4673451652848' 'mated']]",570.0,70.63506134489008,15.077900629256424,1274.0,214.72377580860206,46.27019270582075,432.0,74.64246844919214,15.812407480324598,0.0,0.0,0.0,0.0,0.0,0.0
1,0.054,11,360.2775299617585,[],"[['F14' '70.93271732761633' 'mated']
 ['F1' '92.92747300469308' 'mated']
 ['F8' '121.96902586173489' 'mated']
 ['F13' '125.31318328283211' 'mated']
 ['F12' '139.20280352093005' 'mated']
 ['F9' '159.26589625469254' 'mated']
 ['F4' '197.40753084941778' 'mated']
 ['F3' '244.29072197731767' 'mated']
 ['F0' '255.24908603016513' 'absent']
 ['F17' '259.8712002990287' 'mated']
 ['F5' '315.3301890165548' 'absent']
 ['F2' '315.5307850265749' 'mated']
 ['F10' '357.7475984839462' 'mated']]",575.0,70.76392810938005,15.503881061770429,1657.0,287.52867479190417,62.26701202380904,0.0,0.0,0.0,13.0,1.3,0.13000000000000006,101.0,0.4675925925925933,0.0021647805212620026
