id,probability_maraud,successful_mating,next_foraging_time,mar_attempts,mate_attempts,foraging_events,foraging_hrs,foraging_sqhrs,staying_events,staying_hrs,staying_sqhrs,repairing_events,repairing_hrs,repairing_sqhrs,marauding_events,marauding_hrs,marauding_sqhrs,traveling_events,traveling_hrs,traveling_sqhrs
0,0.0,8,359.9075380602303,"[['1' '0.07936763263825415' 'present']
 ['1' '8.982672751219305' 'present']
 ['1' '11.158888449953194' 'present']
 ['1' '11.43926749667204' 'present']
 ['1' '23.943086599288993' 'present']
 ['1' '28.31335235410088' 'present']
 ['1' '30.022317949956925' 'present']
 ['1' '34.3662175326522' 'present']
 ['1' '40.96158873970684' 'present']
 ['1' '43.21708921374095' 'present']
 ['1' '46.16277072700362' 'present']
 ['1' '48.4986457830686' 'present']
 ['1' '54.53856976047902' 'present']
 ['1' '57.36518176280043' 'marauded']
 ['1' '67.6406937573376' 'present']
 ['1' '74.10341597100705' 'present']
 ['1' '79.47118183855272' 'present']
 ['1' '79.69239176181486' 'present']
 ['1' '87.31376660944485' 'present']
 ['1' '93.97599238552147' 'marauded']
 ['1' '97.17646242761161' 'present']
 ['1' '99.0912451003182' 'present']
 ['1' '105.19286886032944' 'present']
 ['1' '109.38343278192706' 'present']
 ['1' '123.20678738514258' 'present']
 ['1' '131.58638777617918' 'present']
 ['1' '165.33096373978321' 'present']
 ['1' '165.51052635508532' 'marauded']
 ['1' '176.19340309375295' 'present']
 ['1' '186.74571041106822' 'present']
 ['1' '186.75034004069784' 'present']
 ['1' '199.01344932866843' 'marauded']
 ['1' '203.8985926705002' 'present']
 ['1' '204.4150471908465' 'present']
 ['1' '214.96584231437564' 'marauded']
 ['1' '225.3088722314321' 'marauded']
 ['1' '233.843420707258' 'present']
 ['1' '245.7469202124356' 'present']
 ['1' '258.651027792439' 'present']
 ['1' '260.4928759710077' 'present']
 ['1' '264.1221980578481' 'present']
 ['1' '264.52386034160907' 'present']
 ['1' '278.4986295416157' 'present']
 ['1' '280.67630589628027' 'present']
 ['1' '289.04323974554086' 'present']
 ['1' '293.43713170183776' 'present']
 ['1' '294.0297945160473' 'present']
 ['1' '316.75306725802346' 'marauded']
 ['1' '332.17051603681824' 'present']
 ['1' '336.52436517536074' 'present']
 ['1' '342.6285118341834' 'present']
 ['1' '359.72983790031145' 'present']]","[['F11' '91.02006246675344' 'absent']
 ['F6' '99.64013739881683' 'mated']
 ['F15' '126.15314483413752' 'mated']
 ['F7' '145.42497518048864' 'mated']
 ['F1' '148.64549868898578' 'mated']
 ['F13' '171.21880143509057' 'mated']
 ['F3' '199.3313332564425' 'destroyed']
 ['F2' '205.48684879809704' 'absent']
 ['F4' '205.98676871920946' 'mated']
 ['F17' '217.3316143291455' '']
 ['F0' '294.4690803413982' 'mated']
 ['F14' '328.4305528975639' 'mated']]",566.0,69.09239259433292,14.651569416340367,1629.0,280.22466740317003,61.40691528379764,66.0,10.997596663003817,2.285620752494126,0.0,0.0,0.0,0.0,0.0,0.0
1,0.027,10,359.90544421847096,[],"[['F8' '70.13209858817268' 'mated']
 ['F11' '103.02237728156825' 'mated']
 ['F10' '125.39381368411333' 'mated']
 ['F3' '187.32901844162768' 'absent']
 ['F12' '201.4706574923094' 'mated']
 ['F9' '204.73394181869722' 'mated']
 ['F3' '211.3336480712573' 'mated']
 ['F2' '217.48916361291185' 'mated']
 ['F17' '229.33392914396032' 'mated']
 ['F16' '249.51849701328558' 'mated']
 ['F5' '273.53950893210447' 'mated']]",568.0,70.48122270782022,14.359307261062007,1689.0,288.70307078732253,62.339533708851945,0.0,0.0,0.0,7.0,0.7,0.07,52.0,0.24074074074074048,0.0011145404663923174
