id,probability_maraud,successful_mating,next_foraging_time,mar_attempts,mate_attempts,foraging_events,foraging_hrs,foraging_sqhrs,staying_events,staying_hrs,staying_sqhrs,repairing_events,repairing_hrs,repairing_sqhrs,marauding_events,marauding_hrs,marauding_sqhrs,traveling_events,traveling_hrs,traveling_sqhrs
0,0.0,8,360.1333355847324,"[['1' '5.192602114113841' 'present']
 ['1' '6.770211074875565' 'present']
 ['1' '9.5333729138561' 'present']
 ['1' '9.901337408605993' 'present']
 ['1' '11.112650859959862' 'present']
 ['1' '13.487776045834423' 'present']
 ['1' '24.465551155388372' 'present']
 ['1' '28.069017527645283' 'present']
 ['1' '45.25162095260938' 'present']
 ['1' '49.52594919734838' 'present']
 ['1' '52.055132600678114' 'present']
 ['1' '54.76613928462915' 'present']
 ['1' '61.32515389880258' 'marauded']
 ['1' '74.66698198968173' 'present']
 ['1' '82.3882857738655' 'marauded']
 ['1' '85.39299357492345' 'presentdestroyed']
 ['1' '103.55655370054026' 'marauded']
 ['1' '105.40276626167594' 'presentdestroyed']
 ['1' '109.02511200983258' 'destroyed']
 ['1' '122.62465351623798' 'present']
 ['1' '123.7240178753585' 'present']
 ['1' '133.08018103260227' 'present']
 ['1' '135.28029542259657' 'present']
 ['1' '141.7179789236506' 'present']
 ['1' '151.65577114322684' 'present']
 ['1' '158.38795812868787' 'present']
 ['1' '163.40324749916084' 'present']
 ['1' '183.45769296284325' 'present']
 ['1' '201.77654134987495' 'present']
 ['1' '216.8826741569413' 'marauded']
 ['1' '246.55865324798322' 'present']
 ['1' '248.4539716135741' 'present']
 ['1' '256.67201158724043' 'present']
 ['1' '263.86193106956415' 'present']
 ['1' '265.67102701198183' 'present']
 ['1' '268.3058837159438' 'present']
 ['1' '295.2291810895723' 'present']
 ['1' '297.1576981013408' 'marauded']
 ['1' '299.2354480744442' 'presentdestroyed']
 ['1' '300.399518907256' 'presentdestroyed']
 ['1' '301.269182329683' 'presentdestroyed']
 ['1' '302.63466040793963' 'presentdestroyed']
 ['1' '302.68095670423594' 'presentdestroyed']
 ['1' '302.72725300053224' 'presentdestroyed']
 ['1' '303.31512578382745' 'presentdestroyed']
 ['1' '307.6407083687586' 'present']
 ['1' '327.16311246369' 'present']
 ['1' '333.36480175662444' 'present']
 ['1' '339.84487826412555' 'present']
 ['1' '345.39630066485586' 'marauded']
 ['1' '347.40566802377145' 'presentdestroyed']
 ['1' '351.37369632143685' 'destroyed']
 ['1' '353.0337754258779' 'present']
 ['1' '355.3667943566872' 'present']]","[['F9' '54.70260464606488' 'mated']
 ['F16' '106.7175464439828' 'destroyed']
 ['F2' '149.91673891229496' 'absent']
 ['F1' '156.82480555075415' 'mated']
 ['F7' '169.21132007426544' 'mated']
 ['F13' '178.5843912314884' 'mated']
 ['F0' '187.42268202598518' 'mated']
 ['F14' '197.90524173700425' 'mated']
 ['F3' '244.136873096877' 'mated']
 ['F10' '282.61378635440985' 'absent']
 ['F17' '357.72966211570053' 'mated']]",567.0,70.89442248497787,15.482747852466698,1540.0,252.67867501124812,53.449118458923415,211.0,36.658372894369016,8.413749753041039,0.0,0.0,0.0,0.0,0.0,0.0
1,0.027,10,359.9939090791333,[],"[['F16' '118.74069459213095' 'mated']
 ['F1' '144.801657402606' 'absent']
 ['F7' '157.1881719261173' 'absent']
 ['F2' '161.9398870604431' 'mated']
 ['F6' '164.3363116540251' 'mated']
 ['F15' '187.31098560185092' 'mated']
 ['F5' '205.39908404822907' 'mated']
 ['F12' '226.5497597856867' 'mated']
 ['F4' '231.31230432066212' 'mated']
 ['F3' '232.11372494872884' 'absent']
 ['F8' '241.7558182359573' 'mated']
 ['F11' '245.82089428663784' 'mated']
 ['F10' '270.5906382062617' 'absent']
 ['F10' '294.636934502558' 'mated']]",565.0,74.07841138442576,16.0959679850683,1711.0,282.9037402088919,59.15016327673974,0.0,0.0,0.0,6.0,0.6,0.06000000000000001,54.0,2.4999999999999996,0.1157407407407408
