id,probability_maraud,successful_mating,next_foraging_time,mar_attempts,mate_attempts,foraging_events,foraging_hrs,foraging_sqhrs,staying_events,staying_hrs,staying_sqhrs,repairing_events,repairing_hrs,repairing_sqhrs,marauding_events,marauding_hrs,marauding_sqhrs,traveling_events,traveling_hrs,traveling_sqhrs
0,0.0,6,360.25415459261615,"[['1' '0.33159712079328457' 'present']
 ['1' '2.6695903915351167' 'present']
 ['1' '12.644963741732036' 'marauded']
 ['1' '23.22241055148062' 'present']
 ['1' '46.034243616726336' 'present']
 ['1' '69.89395790994539' 'marauded']
 ['1' '78.10103692079414' 'marauded']
 ['1' '79.29257016232378' 'presentdestroyed']
 ['1' '84.49065541072358' 'presentdestroyed']
 ['1' '95.90314119662894' 'present']
 ['1' '97.03892508518858' 'present']
 ['1' '110.15048495945805' 'present']
 ['1' '112.11827015564042' 'present']
 ['1' '112.40773823443975' 'present']
 ['1' '115.5021678432058' 'present']
 ['1' '120.56841312134812' 'present']
 ['1' '120.70169195555435' 'marauded']
 ['1' '126.91754066026937' 'destroyed']
 ['1' '143.76339029558488' 'present']
 ['1' '162.5432261482774' 'present']
 ['1' '178.64890363737152' 'present']
 ['1' '187.3370929850918' 'present']
 ['1' '204.14087206453584' 'present']
 ['1' '222.3922000624753' 'present']
 ['1' '230.87611329223535' 'marauded']
 ['1' '232.36939566727187' 'presentdestroyed']
 ['1' '238.93910133273909' 'present']
 ['1' '249.16399194911514' 'present']
 ['1' '250.223920043754' 'present']
 ['1' '254.2772172450593' 'present']
 ['1' '254.3235135413556' 'present']
 ['1' '260.56588922861243' 'present']
 ['1' '267.1508787643057' 'marauded']
 ['1' '274.98707618698796' 'present']
 ['1' '292.40145556784785' 'present']
 ['1' '297.4493873858609' 'present']
 ['1' '305.1511190325141' 'present']
 ['1' '305.2790540287571' 'present']
 ['1' '309.9372955546155' 'present']
 ['1' '323.20756238208276' 'present']
 ['1' '337.5361353009913' 'marauded']]","[['F3' '141.05867857829105' 'mated']
 ['F10' '182.93141462075567' 'absent']
 ['F0' '218.053605547082' 'mated']
 ['F11' '228.9062118694232' 'mated']
 ['F8' '236.4140691271972' 'destroyed']
 ['F1' '238.82752784520295' 'mated']
 ['F16' '250.16626614681434' 'mated']
 ['F14' '271.8428068363049' 'absentdestroyed']
 ['F7' '287.5221917480101' 'absent']
 ['F14' '295.8891031326012' 'mated']
 ['F17' '337.1819153609784' 'absent']]",564.0,69.97520905862702,14.653963260316683,1447.0,247.15555107772738,53.10867088726481,252.0,42.98279347163108,9.030900125873968,0.0,0.0,0.0,0.0,0.0,0.0
1,0.027,12,360.1724570340239,[],"[['F4' '130.1444554356318' 'mated']
 ['F5' '145.80627874321027' 'mated']
 ['F6' '147.64725586039702' 'mated']
 ['F2' '158.5855722852248' 'mated']
 ['F10' '194.95456276890383' 'mated']
 ['F9' '213.48980181504982' 'mated']
 ['F13' '214.29971800404925' 'mated']
 ['F8' '224.39092097904904' 'absent']
 ['F15' '226.7217322585778' 'mated']
 ['F12' '240.2797772196037' 'mated']
 ['F8' '248.43721727534535' 'mated']
 ['F14' '283.865954984453' 'absent']
 ['F7' '299.5453398961582' 'mated']
 ['F17' '349.20506350912655' 'mated']]",570.0,69.51703136788953,13.89103009214345,1730.0,288.0358077249729,61.268801694438345,0.0,0.0,0.0,7.0,0.7,0.07,41.0,1.8981481481481477,0.08787722908093282
