id,probability_maraud,successful_mating,next_foraging_time,mar_attempts,mate_attempts,foraging_events,foraging_hrs,foraging_sqhrs,staying_events,staying_hrs,staying_sqhrs,repairing_events,repairing_hrs,repairing_sqhrs,marauding_events,marauding_hrs,marauding_sqhrs,traveling_events,traveling_hrs,traveling_sqhrs
0,0.0,11,360.45061465124854,"[['1' '7.9169891286853495' 'present']
 ['1' '16.49269032346743' 'present']
 ['1' '18.702205020803373' 'present']
 ['1' '18.99045445434023' 'marauded']
 ['1' '19.500334157809775' 'presentdestroyed']
 ['1' '31.445888637636326' 'present']
 ['1' '34.185441149671576' 'present']
 ['1' '41.11631505994504' 'present']
 ['1' '47.08490109799765' 'present']
 ['1' '60.79419887160371' 'present']
 ['1' '84.70847916401512' 'present']
 ['1' '88.18233441907772' 'marauded']
 ['1' '89.07949806438707' 'presentdestroyed']
 ['1' '93.41501256702918' 'present']
 ['1' '101.02318519138757' 'present']
 ['1' '118.42765487807445' 'marauded']
 ['1' '120.95119626759589' 'present']
 ['1' '126.3972070425235' 'present']
 ['1' '127.7584426118354' 'present']
 ['1' '130.9237518335199' 'present']
 ['1' '142.50967457161386' 'marauded']
 ['1' '143.57769002508752' 'presentdestroyed']
 ['1' '146.80915870746347' 'present']
 ['1' '147.83834515627' 'present']
 ['1' '148.2464682167015' 'present']
 ['1' '153.23031205153669' 'present']
 ['1' '165.0638579515153' 'present']
 ['1' '165.64995595428255' 'marauded']
 ['1' '166.41592741062001' 'presentdestroyed']
 ['1' '168.35605393645315' 'present']
 ['1' '168.40235023274946' 'present']
 ['1' '170.88775828655335' 'present']
 ['1' '175.6949274014346' 'marauded']
 ['1' '187.66087681414012' 'present']
 ['1' '192.93011811794833' 'present']
 ['1' '194.69435489544028' 'present']
 ['1' '195.52256362492818' 'present']
 ['1' '196.21234811509848' 'present']
 ['1' '208.30712103226253' 'present']
 ['1' '218.8632011094766' 'present']
 ['1' '237.12715939448827' 'marauded']
 ['1' '248.2803187489148' 'marauded']
 ['1' '251.99615756449805' 'present']
 ['1' '257.21577963145165' 'present']
 ['1' '259.46186035392424' 'present']
 ['1' '264.62568147303' 'present']
 ['1' '265.49127639250156' 'present']
 ['1' '267.1436294829159' 'present']
 ['1' '271.2726073461124' 'present']
 ['1' '273.9802541693957' 'present']
 ['1' '280.92627513383036' 'present']
 ['1' '283.9784174702988' 'present']
 ['1' '290.6332247278659' 'present']
 ['1' '297.13928757446763' 'marauded']
 ['1' '302.35097057250357' 'present']
 ['1' '310.64109507193666' 'marauded']
 ['1' '317.5070101533198' 'present']
 ['1' '335.13466616539563' 'present']
 ['1' '335.18096246169193' 'marauded']
 ['1' '341.88144105414784' 'marauded']
 ['1' '350.9965038609836' 'present']]","[['F15' '33.18392582914407' 'mated']
 ['F12' '102.7315205265119' 'mated']
 ['F8' '104.55242957942208' 'mated']
 ['F13' '144.54207828886453' 'mated']
 ['F3' '147.36044274009262' 'mated']
 ['F10' '153.1238278227839' 'mated']
 ['F7' '218.50640962341694' 'mated']
 ['F14' '239.82382767552704' 'mated']
 ['F16' '244.72260624827615' 'mated']
 ['F0' '250.41776963411252' 'mated']
 ['F1' '252.3289917075442' 'mated']]",569.0,73.09962268681274,15.594067994065739,1615.0,268.17870868336314,57.10654961468755,111.0,18.926564089075264,4.1375901031116715,0.0,0.0,0.0,0.0,0.0,0.0
1,0.027,7,360.3260492735571,[],"[['F2' '86.93700527451512' 'mated']
 ['F6' '100.59078234477195' 'mated']
 ['F5' '101.60806001283076' 'mated']
 ['F4' '164.10391903788576' 'mated']
 ['F9' '168.43568519710604' 'mated']
 ['F14' '227.8006795273789' 'absent']
 ['F16' '232.699458100128' 'absent']
 ['F17' '277.25378943921476' 'mated']
 ['F11' '310.23852097779513' 'mated']]",563.0,70.95098818676568,14.354157777772407,1709.0,285.09130978589053,60.62471799059859,0.0,0.0,0.0,12.0,1.2,0.12000000000000005,61.0,2.8240740740740735,0.130744170096022
