id,probability_maraud,successful_mating,foraging_hrs,staying_hrs,repairing_hrs,marauding_events,marauding_hrs,traveling_hrs,rnd_seed,directory,mar_attempts,mate_attempts,strategy,repair,dimension
0,0,9,69.33037801921579,278.33131839640413,12.489539088635556,0,0,0,0,D_pmar=0.027_dim=100_repair_1.5,"[['1' '1.8126440772069103' 'present']
 ['1' '16.39582568713369' 'present']
 ['1' '24.537590159798935' 'present']
 ['1' '28.051715708157996' 'marauded']
 ['1' '38.33346024289235' 'present']
 ['1' '42.25869046642295' 'present']
 ['1' '48.40740517153129' 'present']
 ['1' '51.53800723881925' 'present']
 ['1' '65.7743570361868' 'present']
 ['1' '70.54157687591406' 'present']
 ['1' '99.4330158713059' 'present']
 ['1' '115.3043927846375' 'present']
 ['1' '121.70567925226122' 'present']
 ['1' '124.58676253072768' 'present']
 ['1' '124.89952170535057' 'present']
 ['1' '135.7041767091193' 'marauded']
 ['1' '138.31092111227264' 'marauded']
 ['1' '139.505545619026' 'destroyed']
 ['1' '144.26136142259128' 'present']
 ['1' '181.60341274367772' 'marauded']
 ['1' '185.27234639870773' 'present']
 ['1' '187.0845671896813' 'present']
 ['1' '192.65723754138074' 'marauded']
 ['1' '200.71712657041954' 'present']
 ['1' '204.69111338342958' 'present']
 ['1' '211.23443528161016' 'present']
 ['1' '217.2357802671386' 'present']
 ['1' '227.45933034581196' 'present']
 ['1' '245.45878411642505' 'present']
 ['1' '247.15546300907414' 'present']
 ['1' '247.37859370050322' 'present']
 ['1' '250.21130556938803' 'marauded']
 ['1' '251.69780737388376' 'presentdestroyed']
 ['1' '261.8452092920637' 'present']
 ['1' '276.4430777247774' 'present']
 ['1' '282.42548431594315' 'present']
 ['1' '288.30193563646657' 'present']
 ['1' '295.58666783208986' 'marauded']
 ['1' '297.97554241539575' 'present']
 ['1' '305.52841947857604' 'marauded']
 ['1' '327.7169522241769' 'present']
 ['1' '338.671681201629' 'present']
 ['1' '348.65945723927285' 'present']
 ['1' '349.3775769033614' 'present']
 ['1' '350.9765324197223' 'present']]","[['F16' '150.15063321603597' 'mated']
 ['F0' '162.65242182268264' 'mated']
 ['F13' '200.76157657359116' 'mated']
 ['F6' '209.16051163845125' 'mated']
 ['F10' '258.0129024390219' 'absent']
 ['F2' '274.9207511260037' 'mated']
 ['F4' '291.6735182728202' 'mated']
 ['F3' '309.8570555874999' 'mated']
 ['F7' '325.7669834431096' 'mated']
 ['F5' '370.4034603305025' 'mated']]",0.027,1.5,100
1,0.027,9,70.3744741238637,288.6999276562595,0,8,0.7999999999999999,0.20833333333333312,0,D_pmar=0.027_dim=100_repair_1.5,[],"[['F8' '93.78062492173103' 'mated']
 ['F14' '102.04001487040729' 'mated']
 ['F9' '123.43219692178266' 'mated']
 ['F11' '132.24078444581187' 'mated']
 ['F12' '173.2467571183221' 'mated']
 ['F13' '188.75926175877635' 'absent']
 ['F10' '246.0105876242071' 'absent']
 ['F10' '270.01521725383674' 'mated']
 ['F1' '294.3590228518262' 'mated']
 ['F3' '297.85474077268503' 'absent']
 ['F15' '303.9207599465525' 'mated']
 ['F17' '313.7279348861221' 'mated']
 ['F5' '358.4011455156877' 'absent']]",0.027,1.5,100
0,0,8,72.92320687971484,267.46991816288636,19.652670423252605,0,0,0,1,D_pmar=0.027_dim=100_repair_1.5,"[['1' '2.088954838048163' 'present']
 ['1' '2.879942162476032' 'present']
 ['1' '27.08905698063138' 'marauded']
 ['1' '28.84269956415661' 'presentdestroyed']
 ['1' '57.19044438269628' 'present']
 ['1' '57.52337962010926' 'present']
 ['1' '57.52800924973889' 'present']
 ['1' '59.70074953353592' 'marauded']
 ['1' '62.186106560383124' 'present']
 ['1' '71.75326141336795' 'present']
 ['1' '73.22428426605232' 'present']
 ['1' '75.1488605302063' 'marauded']
 ['1' '82.93417876633752' 'present']
 ['1' '85.91314442744323' 'present']
 ['1' '114.48859186749321' 'present']
 ['1' '138.7682400820081' 'present']
 ['1' '144.83059573116546' 'present']
 ['1' '146.46287939536424' 'present']
 ['1' '168.68141577793475' 'marauded']
 ['1' '179.653714640064' 'marauded']
 ['1' '196.30528306931436' 'present']
 ['1' '207.0701855084867' 'marauded']
 ['1' '224.42667510362858' 'present']
 ['1' '228.74546033828406' 'marauded']
 ['1' '233.23470350586413' 'present']
 ['1' '238.11924869700619' 'marauded']
 ['1' '238.4663830854842' 'presentdestroyed']
 ['1' '241.59519051731806' 'marauded']
 ['1' '252.145038919468' 'present']
 ['1' '262.9566016064451' 'present']
 ['1' '264.28736925702395' 'marauded']
 ['1' '265.9804238776362' 'presentdestroyed']
 ['1' '268.1160485107971' 'marauded']
 ['1' '270.15250284219735' 'present']
 ['1' '294.7504505432022' 'marauded']
 ['1' '309.47040672107437' 'present']
 ['1' '311.70875547429625' 'present']
 ['1' '332.4006094163603' 'present']
 ['1' '336.6859322545041' 'present']
 ['1' '338.18664288658385' 'present']
 ['1' '339.58586417478693' 'present']
 ['1' '341.1032093332239' 'present']
 ['1' '343.4375705496624' 'present']
 ['1' '359.62963388417074' 'present']]","[['F13' '118.47576288780587' 'mated']
 ['F7' '156.78843769985008' 'mated']
 ['F3' '159.9093610354681' 'mated']
 ['F12' '166.39980909018036' 'mated']
 ['F5' '166.45143739888482' 'absent']
 ['F9' '169.1205122461343' 'absentdestroyed']
 ['F2' '237.05858163587172' 'mated']
 ['F4' '242.27105169080002' 'destroyed']
 ['F6' '276.1363346771914' 'mated']
 ['F10' '283.9613758666275' 'absent']
 ['F0' '290.3951307941616' 'absent']
 ['F17' '303.86592233709166' 'mated']
 ['F15' '363.60295123268685' 'mated']]",0.027,1.5,100
1,0.027,10,66.28578393621372,292.7280467848604,0,12,1.2,0.2037037037037035,1,D_pmar=0.027_dim=100_repair_1.5,[],"[['F1' '79.99239723737668' 'mated']
 ['F14' '84.10681738273543' 'mated']
 ['F3' '147.90704622065329' 'absent']
 ['F5' '154.44912258407' 'absent']
 ['F5' '178.45375221369963' 'mated']
 ['F9' '181.1228270609491' 'mated']
 ['F4' '254.27336650561483' 'mated']
 ['F6' '264.1340198623766' 'absent']
 ['F8' '277.92336710882756' 'mated']
 ['F10' '295.96369068144236' 'mated']
 ['F11' '300.1364952880337' 'mated']
 ['F0' '302.39744560897645' 'mated']
 ['F16' '314.6485676479145' 'mated']]",0.027,1.5,100
0,0,7,71.9335551593243,276.6552730869335,11.515356876518776,0,0,0,2,D_pmar=0.027_dim=100_repair_1.5,"[['1' '9.165362022130202' 'present']
 ['1' '11.187305778103338' 'present']
 ['1' '13.650793792004078' 'present']
 ['1' '15.931741641346287' 'present']
 ['1' '16.367574416816854' 'present']
 ['1' '20.159354108420946' 'marauded']
 ['1' '31.644537716687083' 'marauded']
 ['1' '37.75052344405407' 'present']
 ['1' '65.72232462867055' 'marauded']
 ['1' '76.38310257908498' 'marauded']
 ['1' '85.11668877920317' 'present']
 ['1' '97.2475941350851' 'present']
 ['1' '110.72795906785943' 'present']
 ['1' '117.65146390176615' 'present']
 ['1' '127.24656685531042' 'marauded']
 ['1' '143.2923519270534' 'present']
 ['1' '144.4085201766992' 'present']
 ['1' '151.3558498682193' 'present']
 ['1' '154.19939507847215' 'present']
 ['1' '157.31550278263504' 'present']
 ['1' '161.77053537581696' 'present']
 ['1' '167.63869570814563' 'present']
 ['1' '171.22794180936265' 'present']
 ['1' '173.30083977054684' 'present']
 ['1' '178.19294451881998' 'present']
 ['1' '188.53178825265985' 'present']
 ['1' '190.17961824709167' 'present']
 ['1' '190.3816070655675' 'marauded']
 ['1' '202.36130956827282' 'present']
 ['1' '204.18599774504733' 'present']
 ['1' '218.01270900699328' 'present']
 ['1' '226.45780051891995' 'present']
 ['1' '229.46406428143356' 'present']
 ['1' '237.08946870054723' 'marauded']
 ['1' '240.42686993085636' 'present']
 ['1' '248.33880150017242' 'present']
 ['1' '248.34343112980204' 'present']
 ['1' '257.0934447523514' 'present']
 ['1' '262.86041756748256' 'present']
 ['1' '268.17279460478045' 'present']
 ['1' '289.5839018183597' 'present']
 ['1' '291.729626069607' 'present']
 ['1' '301.7198704749033' 'present']
 ['1' '328.9292842277841' 'present']
 ['1' '349.18397247327124' 'present']
 ['1' '349.7798886388092' 'present']]","[['F3' '66.68763174449718' 'destroyed']
 ['F15' '130.93301270971588' 'mated']
 ['F1' '141.85767786963186' 'mated']
 ['F9' '154.1484284252814' 'mated']
 ['F2' '160.47376947495073' 'absent']
 ['F5' '168.5472615081859' 'mated']
 ['F11' '173.52157641871602' 'mated']
 ['F4' '183.83276871806865' 'mated']
 ['F13' '196.47246366367594' 'mated']
 ['F17' '252.65208959371355' 'absent']
 ['F7' '291.7617929838596' 'absent']
 ['F0' '302.495848003332' 'absent']]",0.027,1.5,100
1,0.027,11,69.1854434706912,289.9975247839692,0,7,0.7,0.21296296296296274,2,D_pmar=0.027_dim=100_repair_1.5,[],"[['F6' '18.807063542276445' 'mated']
 ['F3' '54.685316929682365' 'absent']
 ['F3' '78.68994655931199' 'mated']
 ['F16' '106.14135159190194' 'mated']
 ['F14' '131.1562854823067' 'mated']
 ['F12' '144.80184150934534' 'mated']
 ['F5' '156.5449466933711' 'absent']
 ['F10' '160.41291724756925' 'mated']
 ['F2' '172.47608428976554' 'mated']
 ['F17' '240.64977477889875' 'absent']
 ['F17' '264.65440440852836' 'mated']
 ['F7' '303.76410779867444' 'mated']
 ['F0' '314.49816281814685' 'mated']
 ['F8' '341.6768511396407' 'mated']]",0.027,1.5,100
0,0,6,74.58373044681915,271.081003172497,14.358333197181812,0,0,0,3,D_pmar=0.027_dim=100_repair_1.5,"[['1' '7.06534482807115' 'present']
 ['1' '7.06997445770078' 'present']
 ['1' '15.837836270320407' 'present']
 ['1' '17.4912757416575' 'present']
 ['1' '32.391499013813764' 'present']
 ['1' '33.204508142179314' 'marauded']
 ['1' '41.09295120224701' 'present']
 ['1' '62.91989521330454' 'marauded']
 ['1' '100.15034296315109' 'present']
 ['1' '107.2805762358085' 'present']
 ['1' '108.75661409024919' 'present']
 ['1' '116.64945271591424' 'marauded']
 ['1' '129.1422850798381' 'present']
 ['1' '129.14691470946772' 'present']
 ['1' '129.9149414612797' 'present']
 ['1' '133.61568066067528' 'present']
 ['1' '133.92538615043068' 'present']
 ['1' '134.81949362541795' 'marauded']
 ['1' '147.11129509803473' 'present']
 ['1' '155.2942296086865' 'marauded']
 ['1' '163.88742343760563' 'present']
 ['1' '164.68131187669667' 'present']
 ['1' '165.97030037584625' 'present']
 ['1' '182.76716531268815' 'marauded']
 ['1' '183.2106214465918' 'presentdestroyed']
 ['1' '206.44367252430564' 'present']
 ['1' '213.8737733806452' 'present']
 ['1' '241.85100261276764' 'present']
 ['1' '243.2956705984904' 'present']
 ['1' '246.0647115089582' 'present']
 ['1' '247.41858275177552' 'present']
 ['1' '254.29671561950806' 'present']
 ['1' '256.89880382506095' 'marauded']
 ['1' '266.70768742536467' 'present']
 ['1' '269.83546756260904' 'present']
 ['1' '296.88258112229306' 'marauded']
 ['1' '297.1191329796348' 'presentdestroyed']
 ['1' '307.98355897898483' 'present']
 ['1' '308.0570386718939' 'present']
 ['1' '308.21973565082374' 'present']
 ['1' '315.4998271764647' 'present']
 ['1' '328.8412497820603' 'present']
 ['1' '331.97972532896637' 'present']
 ['1' '337.34163716478594' 'present']
 ['1' '353.0556065091747' 'present']
 ['1' '355.192707302026' 'marauded']
 ['1' '359.24657192117' 'present']]","[['F14' '95.33600077997693' 'absent']
 ['F17' '110.98636060195425' 'absent']
 ['F12' '138.27138409696866' 'mated']
 ['F5' '169.82685168664108' 'mated']
 ['F11' '171.38339796272078' 'mated']
 ['F4' '183.76184615710582' 'absentdestroyed']
 ['F2' '206.28507744852308' 'mated']
 ['F10' '287.1088410541335' 'mated']
 ['F7' '288.29839867412744' 'absent']
 ['F0' '332.37289312832144' 'mated']]",0.027,1.5,100
1,0.027,12,67.63546077856647,291.284714520887,0,9,0.8999999999999999,0.21759259259259237,3,D_pmar=0.027_dim=100_repair_1.5,[],"[['F9' '70.38998097783806' 'mated']
 ['F1' '86.30220452750207' 'mated']
 ['F14' '107.33831559479174' 'mated']
 ['F17' '122.98867541676906' 'mated']
 ['F12' '126.26906928215385' 'absent']
 ['F3' '136.94555253361997' 'mated']
 ['F8' '191.24387745779822' 'mated']
 ['F4' '195.76416097192063' 'mated']
 ['F6' '235.07833481975317' 'mated']
 ['F16' '247.31112922662243' 'mated']
 ['F13' '261.20698376392977' 'mated']
 ['F7' '300.3007134889423' 'mated']
 ['F15' '302.1811485673764' 'mated']]",0.027,1.5,100
0,0,9,67.21670314732378,279.61675678039865,13.180061600123453,0,0,0,4,D_pmar=0.027_dim=100_repair_1.5,"[['1' '1.1750871873339366' 'present']
 ['1' '3.301443975008147' 'present']
 ['1' '9.696461581424678' 'present']
 ['1' '28.103294775991422' 'marauded']
 ['1' '33.47393657329207' 'present']
 ['1' '33.478566202921705' 'present']
 ['1' '36.08693869762069' 'present']
 ['1' '39.179960937615235' 'present']
 ['1' '48.99548129369288' 'present']
 ['1' '49.65274740216079' 'present']
 ['1' '53.57305423581848' 'present']
 ['1' '89.4028298565737' 'present']
 ['1' '100.1763170861654' 'present']
 ['1' '122.52012196143276' 'present']
 ['1' '122.74520556136191' 'present']
 ['1' '134.29146594387615' 'present']
 ['1' '146.7921741957902' 'present']
 ['1' '164.131010028684' 'present']
 ['1' '166.2446329886753' 'present']
 ['1' '166.30747499398726' 'present']
 ['1' '199.13719575589639' 'present']
 ['1' '204.6019984018779' 'present']
 ['1' '205.04487955852716' 'marauded']
 ['1' '218.0873078830978' 'present']
 ['1' '227.57543210893684' 'marauded']
 ['1' '228.8814473891824' 'presentdestroyed']
 ['1' '228.88607701881202' 'presentdestroyed']
 ['1' '234.86385312269294' 'marauded']
 ['1' '250.3445751808319' 'present']
 ['1' '257.6676118409894' 'present']
 ['1' '259.6464769544252' 'marauded']
 ['1' '262.2105094472653' 'present']
 ['1' '269.41664398979043' 'present']
 ['1' '278.08101660639863' 'present']
 ['1' '283.91358012225686' 'present']
 ['1' '285.628900150723' 'present']
 ['1' '286.63173974563523' 'present']
 ['1' '298.71877791655254' 'present']
 ['1' '316.79348120930314' 'marauded']
 ['1' '319.89924380358184' 'present']
 ['1' '332.39805156598106' 'marauded']
 ['1' '353.83635234572756' 'present']
 ['1' '354.71396637373397' 'marauded']
 ['1' '356.39929956835584' 'destroyed']
 ['1' '357.3410940845188' 'present']]","[['F3' '29.40296798999083' 'destroyed']
 ['F11' '98.06332977754253' 'mated']
 ['F9' '130.65214048579287' 'absent']
 ['F15' '156.16591116491793' 'mated']
 ['F4' '157.25293541562476' 'absent']
 ['F5' '161.15301275194045' 'mated']
 ['F1' '184.85538818475683' 'mated']
 ['F2' '188.0568679340103' 'mated']
 ['F14' '191.04966050661898' 'mated']
 ['F17' '243.84804905409933' 'mated']
 ['F13' '246.1177368534616' 'mated']
 ['F10' '310.6433695939061' 'mated']]",0.027,1.5,100
1,0.027,9,70.82349254820744,288.20878137459823,0,8,0.7999999999999999,0.20833333333333312,4,D_pmar=0.027_dim=100_repair_1.5,[],"[['F3' '41.405282804805644' 'mated']
 ['F8' '42.42319377350384' 'mated']
 ['F12' '78.02372804806305' 'mated']
 ['F7' '101.08607914198126' 'mated']
 ['F0' '108.052417224656' 'mated']
 ['F9' '142.65445530060768' 'mated']
 ['F5' '149.15069793712564' 'absent']
 ['F4' '169.25525023043957' 'mated']
 ['F14' '179.04734569180417' 'absent']
 ['F6' '303.3993642022551' 'mated']
 ['F16' '354.28658098475154' 'mated']]",0.027,1.5,100
